非表示,783.105,872,980.867,857.2,1042.63,1338.65,768.222,761.389,750.778,710.65,754.579,811.5
非表示,1193.17,1352.79,1568.67,1262.2,1673.22,2128.1,1135.1,1043.06,966.65,906.4,1104.85,1159.75
非表示,698,979,984.143,791.25,1089.35,1199.75,651.211,621.688,656.412,598.722,594.947,684.737
非表示,888.421,1061.72,1314.4,925.526,1025.88,1095.28,888.421,923.2,1081,845.611,842.947,809.842
非表示,878.778,963.158,1236.47,908.7,1239,1619.55,866.389,747.263,838.471,652.05,744.2,872.7
非表示,849.632,848,994.167,738.105,1079.79,1214,681.75,721.765,703.158,624.611,695,716.947
非表示,755.95,943.105,1037.67,845.053,1053.65,1339.16,745.556,807.389,781.316,677.526,737.25,722.278
非表示,922.5,898.895,1104.83,867.15,1116.9,1424.55,835.8,882,822.278,714.4,790.9,744.526
非表示,913.824,1187.14,1283.6,1049.47,1273.67,1442.74,961.737,802.95,857.1,842.444,790.333,890.05
非表示,776.95,926.526,1023.68,926,1198.58,1756.15,747.263,724.895,738.263,613.053,646.7,755.15
非表示,862.158,966.056,1141.71,890.053,1237,1666.6,821.368,704.5,747.4211,808.2,812.294,831.579
非表示,1000.21,1182,1244.66,1006,1423.25,1679.35,800.8,788.75,826.3,806.26,834.05,941.75
非表示,814.25,990.25,1354.11,1131,1459.3,1841.15,761.55,764.95,840.05,718.15,810.8,1017.6
非表示,909.278,1001.76,1238.6,914,1057.85,1433.95,777.74,721.333,844.579,946.438,931.944,892.667
反応時間の平均値,874.7304286,1012.314286,1179.112643,936.5505,1212.147857,1512.784286,817.3505,786.7951429,818.1268643,747.4653571,792.1995714,846.5054286
不偏分散,14623.15518,19668.22447,29640.45678,18852.99019,36736.541,80724.11463,14850.098,11007.30814,11615.11971,12556.73028,15278.89779,17008.08359
標準偏差,120.9262386,140.2434472,172.1640403,137.3061914,191.6677881,284.1198948,121.8609782,104.9157192,107.7734648,112.0568172,123.6078387,130.4150436
標準誤差,32.31889671,38.89653383,47.74971348,38.08188565,53.15907984,78.8006807,33.79815425,29.09838502,29.89098103,31.07896925,34.28264619,36.17062513
